ResID,Question,Verbatim,Codes,CodeLabels,Confidence,IsCoded,NeedsReview,Note
2001,Reason_EasyMaintenance,"Tự vệ sinh được máy giặt không cần thuê thợ, tiết kiệm chi phí hơn",01|02,Tự vệ sinh dễ dàng|Tiết kiệm chi phí,0.95,True,False,
2002,Reason_EasyMaintenance,Dễ dàng chủ động vệ sinh máy giặt và tiết kiệm chi phí thuê dịch vụ ngoài và tự nắm bắt sạch bẩn của máy giặt hơn,01|02|06,Tự vệ sinh dễ dàng|Tiết kiệm chi phí|Chủ động kiểm soát vệ sinh,0.9,True,False,
2003,Reason_EasyMaintenance,Mâm giặt có thể tháo lắp dễ dàng giúp người dùng tự vệ sinh được thường xuyên mà không tốn nhiều chi phí giúp tiết kiệm chi phí hơn,01|02,Tự vệ sinh dễ dàng|Tiết kiệm chi phí,0.95,True,False,
2004,Reason_EasyMaintenance,mình thích vif máy sẽ tự động xả sạch sơ vải giúp tích kiệm thời gian hơn,04|03,Chức năng tự làm sạch/loại bỏ xơ vải|Tiết kiệm thời gian,0.9,True,False,
2005,Reason_EasyMaintenance,ngươi dùng có thể tự vê sinh máy giúp tiêt kiêm chi phí hơn,01|02,Tự vệ sinh dễ dàng|Tiết kiệm chi phí,0.9,True,False,
2006,Reason_EasyMaintenance,"máy giặt tự động loại bỏ xơ vải giúp quần áo không bị bám bụi, thấy tiện lợi hơn",04|05|99,Chức năng tự làm sạch/loại bỏ xơ vải|Giữ quần áo sạch/mới lâu hơn|Khác / Other,0.85,True,False,Thấy tiện lợi hơn có thể hiểu là nhiều ý
2007,Reason_EasyMaintenance,Máy giặt giúp loại bỏ xơ vải nên quần áo mới lâu hơn,04|05,Chức năng tự làm sạch/loại bỏ xơ vải|Giữ quần áo sạch/mới lâu hơn,0.95,True,False,
2008,Reason_EasyMaintenance,vì máy giặt giúp loại bỏ xơ vải nên sẽ không bị dính bụi bẩn và xơ vải vào lần giặt tiếp theo rất tiện lợi.,04|05,Chức năng tự làm sạch/loại bỏ xơ vải|Giữ quần áo sạch/mới lâu hơn,0.95,True,False,
2009,Reason_EasyMaintenance,Thiết kế mới giúp mâm giặt dễ tháo nên tôi tự vệ sinh được mà không cần thuê thợ máy,01,Tự vệ sinh dễ dàng,0.95,True,False,
2010,Reason_EasyMaintenance,"Vì concept 8 có thể tự tháo mở máy mà không phải gọi thợ đến để làm , đỡ tốn chi phí và mất thời gian",01|02|03,Tự vệ sinh dễ dàng|Tiết kiệm chi phí|Tiết kiệm thời gian,0.95,True,False,
2011,Reason_EasyMaintenance,"concept 7 dễ dàng loại bỏ xơ vải giúp người dùng đỡ bẩn tay, tiết kiệm thời gian hơn",04|03,Chức năng tự làm sạch/loại bỏ xơ vải|Tiết kiệm thời gian,0.95,True,False,
2012,Reason_EasyMaintenance,Vì 7 loại bỏ sơ vải tự động giúp tối ưu tiết kiệm thời gian và tiện dụng không phải động tay làm hơn,04|03|01,Chức năng tự làm sạch/loại bỏ xơ vải|Tiết kiệm thời gian|Tự vệ sinh dễ dàng,0.95,True,False,
2013,Reason_EasyMaintenance,Máy dễ dàng tháo lắp mâm giặt để vệ sinh tạo cảm giác máy sạch sẽ hơn,01,Tự vệ sinh dễ dàng,0.95,True,False,
2014,Reason_EasyMaintenance,"Tôi có thể tháo được dễ dàng mà vệ sinh được sạch sẽ,không mất phí dịch vụ giúp tiết kiệm chi phí hơn",01|02,Tự vệ sinh dễ dàng|Tiết kiệm chi phí,0.95,True,False,
2015,Reason_EasyMaintenance,vì tự vệ sinh được  mâm giặt  giúp tiết kiệm chi phí bảo dưỡng hơn,01|02,Tự vệ sinh dễ dàng|Tiết kiệm chi phí,0.95,True,False,
2016,Reason_EasyMaintenance,dễ dàng tháo lắp mâm giặt để vệ sinh máy,01,Tự vệ sinh dễ dàng,0.95,True,False,
2017,Reason_EasyMaintenance,"Mình thích lý tưởng 7 vì loại bỏ được cặn vải rất an toàn loại bỏ bụi mụn trong quần áo , hạn chế viêm mũi dị ứng và an toàn cho em bé. Máy giặt có vệ sinh tự động",04|05,Chức năng tự làm sạch/loại bỏ xơ vải|Giữ quần áo sạch/mới lâu hơn,0.95,True,False,
2020,Reason_EasyMaintenance,Mình dễ đang tháo lắp mâm giặt nên dễ vệ sinh máy giặt hơn,01,Tự vệ sinh dễ dàng,0.95,True,False,
2021,Reason_EasyMaintenance,máy giặt sẽ tự động xả sạch xơ vải tích kiệm thời gian cho người sử dụng,04|03,Chức năng tự làm sạch/loại bỏ xơ vải|Tiết kiệm thời gian,0.95,True,False,
2022,Reason_EasyMaintenance,Tháo lắp mâm giặt đề vệ sinh giúp chủ động vệ sinh và dùng máy bền hơn. Quần áo sẽ có mùi thơm hơn khi máy giặt sạch,01|06|05,Tự vệ sinh dễ dàng|Chủ động kiểm soát vệ sinh|Giữ quần áo sạch/mới lâu hơn,0.95,True,False,
2023,Reason_EasyMaintenance,Dễ dàng  tự  vệ sinh máy giúp tiết kiệm chi phí hơn,01|02,Tự vệ sinh dễ dàng|Tiết kiệm chi phí,0.95,True,False,
2024,Reason_EasyMaintenance,tự động loại bỏ xơ vải giúp người dùng không cần vệ sinh thủ công mà quần áo vẫn sạch sẽ và tiết kiệm được nhiều thời gian hơn,04|05|03,Chức năng tự làm sạch/loại bỏ xơ vải|Giữ quần áo sạch/mới lâu hơn|Tiết kiệm thời gian,0.95,True,False,
2025,Reason_EasyMaintenance,dễ dàng tháo mâm giặt để tự vệ sinh máy tiệt kiệm chi phí hơn,01|02,Tự vệ sinh dễ dàng|Tiết kiệm chi phí,0.95,True,False,
2026,Reason_EasyMaintenance,"sau mỗi lần giặt, máy tự động xả sạch xơ vải lọc được, người dùng không cần vệ sinh nên tôi thấy tiện lợi hơn.",04|01,Chức năng tự làm sạch/loại bỏ xơ vải|Tự vệ sinh dễ dàng,0.95,True,False,
2027,Reason_EasyMaintenance,tự tháo lắp mâm giặt giúp vệ sinh dễ dàng hơn mà không tốn chi phí gọi thợ,01|02,Tự vệ sinh dễ dàng|Tiết kiệm chi phí,0.95,True,False,
2028,Reason_EasyMaintenance,"Tự động loại bỏ xơ vải giúp tôi tiết kiệm thời gian hơn, lồng giặt sạch sẽ hơn sau mỗi lần giặt và lâu phải vệ sinh định kỳ hơn",04|03|05,Chức năng tự làm sạch/loại bỏ xơ vải|Tiết kiệm thời gian|Giữ quần áo sạch/mới lâu hơn,1.0,True,False,
2029,Reason_EasyMaintenance,"máy giặt có tính năng dễ dàng tháo lắp mâm giặt để vệ sinh, giảm chi phí khi gọi dịch vụ làm sạch",01|02,Tự vệ sinh dễ dàng|Tiết kiệm chi phí,1.0,True,False,
2030,Reason_EasyMaintenance,tự loại bỏ được xơ vải sau mỗi lần giặt nên quần áo sẽ sạch sẽ hơn không bị dính bụi,04|05,Chức năng tự làm sạch/loại bỏ xơ vải|Giữ quần áo sạch/mới lâu hơn,1.0,True,False,
2031,Reason_EasyMaintenance,dễ tháo lắp và vệ sinh,01,Tự vệ sinh dễ dàng,1.0,True,False,
2032,Reason_EasyMaintenance,"có thể tháo rời mâm giặt giúp dễ dàng vệ sinh, không cần gọi thợ, tiết kiệm chi phí hơn",01|02,Tự vệ sinh dễ dàng|Tiết kiệm chi phí,1.0,True,False,
2033,Reason_EasyMaintenance,"Máy giặt thiết kế mâm tháo rời giúp quá trình vệ sinh máy trở nên dễ dàng hơn, giúp quần áo giặt luôn luôn được sạch sẽ, tiết kiệm được chi phí hơn mà không cần phải gọi thợ",01|05|02,Tự vệ sinh dễ dàng|Giữ quần áo sạch/mới lâu hơn|Tiết kiệm chi phí,1.0,True,False,
2034,Reason_EasyMaintenance,"Dễ dàng tháo lắp mâm giặt giúp người dùng có thể vệ sinh máy thường xuyên hơn, máy sạch sẽ hơn , tiết kiệm nhiều chi phí hơn",01|05|02,Tự vệ sinh dễ dàng|Giữ quần áo sạch/mới lâu hơn|Tiết kiệm chi phí,1.0,True,False,
2035,Reason_EasyMaintenance,Dễ dàng tháo lắp giúp người dùng vệ sinh thường xuyên mà không tốn thêm chi phí,01|02,Tự vệ sinh dễ dàng|Tiết kiệm chi phí,1.0,True,False,
2001,Concept_Like_1,"Dễ dàng sử dụng,phù hợp mọi lứa tuổi có thể sử dụng được
Thiết kế trang nhã đẹp mắt, dễ vệ sinh lau chùi
Ko
Ko
Ko",01|10|02|04,Dễ sử dụng / Thao tác|Phù hợp nhiều đối tượng|Thiết kế / Thẩm mỹ|Dễ vệ sinh / Tự vệ sinh,0.9,True,False,
2001,Concept_Like_2,"Thiết kế trượt hiện đại, tiết kiệm diện tích sử dụng
Không
Ko
Ko
Ko",02|03,Thiết kế / Thẩm mỹ|Tiết kiệm không gian / Diện tích,0.95,True,False,
2001,Concept_Like_3,"Chân chống nắp máy giúp cho máy giặt thông thoáng khô tự nhiên, ngăn ngừa được ẩm mốc
Ko
Ko
Ko
Ko",08,Thông thoáng / Ngăn ngừa ẩm mốc,1.0,True,False,
2001,Concept_Like_4,"Bảng điều khiển có màn hình cảm ứng hiển thị lớn giúp thao tác sử dụng dễ dàng
Ko
Ko
Ko
Ko",09|01,Thông tin / Hiển thị rõ ràng|Dễ sử dụng / Thao tác,0.95,True,False,
2001,Concept_Like_5,"Bảng điều khiển có thể gấp gọn tiện dụng để tiện cho việc vệ sinh máy dễ dàng tiết kiệm không gian giặt giũ
Ko
Ko
Ko
Ko",02|04|03,Thiết kế / Thẩm mỹ|Dễ vệ sinh / Tự vệ sinh|Tiết kiệm không gian / Diện tích,0.9,True,False,
2001,Concept_Like_6,"Điều khiển bằng giọng nói giúp tiện dụng, dễ dàng, công nghệ thông minh giúp con ngừoi dễ dàng điều khiển được máy giặt theo ý muốn
Ko
Ko
Ko
Ko",05|01,Công nghệ thông minh / Tự động hóa|Dễ sử dụng / Thao tác,0.95,True,False,
2001,Concept_Like_7,"Tự động loại bỏ xơ vải không cần làm thủ công
Không cần vệ sinh thủ công, công nghệ mới
Tiết kiệm thời gian, nhanh hơn trong quá trình giặt
Không
Không",05|06,Công nghệ thông minh / Tự động hóa|Tiết kiệm thời gian,0.95,True,False,
2001,Concept_Like_8,"Dễ vệ sinh và tự vệ sinh không cần thuê thợ
Tiết kiệm được chi phí vệ sinh
Không
Không
Không",04|07,Dễ vệ sinh / Tự vệ sinh|Tiết kiệm chi phí,0.95,True,False,
2001,Concept_Like_9,"Bề mặt mô phỏng giúp người sử dụng dễ nhận biết được máy giặt đang giặt chế độ nước nóng hay lạnh
Ko
Ko
Ko
Ko",09,Thông tin / Hiển thị rõ ràng,1.0,True,False,
2001,Concept_Like_10,"Có đèn lead chiếu sáng bên trong lồng giặt để dễ nhận biết được máy đang dùng chế độ giặt nước nóng hay lạnh
Ko
Ko
Ko
Ko",09,Thông tin / Hiển thị rõ ràng,1.0,True,False,
2002,Concept_Like_1,"Thiết kế vừa vặn có thể để kê lên cao giúp tối đa diện tích không gian nhà
Khối lượng sấy nhiều có thể cho mình sấy được cả chăn
Ko
Ko
Ko",03|11,Tiết kiệm không gian / Diện tích|Khả năng giặt / Sấy,0.95,True,False,
2002,Concept_Like_2,"Tối đa được diện tích hạn chế cho không gian giặt giũ cho những không gian nhà bé
Ko
Ko
Ko
Ko",03,Tiết kiệm không gian / Diện tích,1.0,True,False,
2002,Concept_Like_3,"Chân chống nắp giúp thông thoáng lồng giặt giúp mình không cần mở hết nắp máy
Ko
Ko
Ko
Ko",08,Thông thoáng / Ngăn ngừa ẩm mốc,1.0,True,False,
2002,Concept_Like_4,"Bảng điều khiển cảm ứng cho mình thao tác dễ sử dụng chọn lựa chế độ giặt hơn. Dễ dàng cập nhập được nhiều tính năng mới
Ko
Ko
Ko
Ko",01|09,Dễ sử dụng / Thao tác|Thông tin / Hiển thị rõ ràng,0.95,True,False,
2002,Concept_Like_5,"Bảng điều khiển gấp gọn cảm thấy thiết kế hiện đại, tiênn dụng. Dễ dàng điều chỉnh để vệ sinh lau chùi
Ko
Ko
Ko
Ko",02|01|04,Thiết kế / Thẩm mỹ|Dễ sử dụng / Thao tác|Dễ vệ sinh / Tự vệ sinh,0.9,True,False,
2002,Concept_Like_6,"Điều khiển bằng giọng nói là công nghệ thông minh giúp mình lựa chọn chương trình giặt bằng cảm biến tự động
Ko
Ko
Ko
Ko",05,Công nghệ thông minh / Tự động hóa,1.0,True,False,
2002,Concept_Like_7,"Tiết kiệm thời gian giúp mình không cần chủ động vệ sinh
Tự động xả sạch sơ vải giúp mình không mất thời gian kiểm tra và vệ sinh
Ko
Ko
Ko",06|04,Tiết kiệm thời gian|Dễ vệ sinh / Tự vệ sinh,1.0,True,False,
2002,Concept_Like_8,"Có thể tự tháo lắp mâm giặt để vệ sinh giúp mình chủ động hơn việc vệ sinh máy giặt không cần gọi dịch vụ vệ sinh ngoài
Ko
Ko
Ko
Ko",04|07,Dễ vệ sinh / Tự vệ sinh|Tiết kiệm chi phí,1.0,True,False,
2002,Concept_Like_9,"Thiết kế vân đá giúp không gian nội thất trong nhà hiện đại sang trọng
Có đèn báo hoạt động giúp dễ dàng cập nhập tình trạng giặt
Ko
Ko
Ko",02|09,Thiết kế / Thẩm mỹ|Thông tin / Hiển thị rõ ràng,1.0,True,False,
2002,Concept_Like_10,"Thiết kế bề mặt vân đá giúp không gian trong nhà hiện đại hơn
Ko
Ko
Ko
Ko",02,Thiết kế / Thẩm mỹ,1.0,True,False,
2003,Concept_Like_1,"Thiết kế bảng điều khiển ở phía dưới giúp tất cả mọi người trong nhà đều có thể dễ dàng thao tác
Tay nắm cửa ở vị trí thấp giúp mở cửa sấy dễ dàng phù hợp với cả người có chiều cao khiêm tốn
Ko
Ko
Ko",01|10,Dễ sử dụng / Thao tác|Phù hợp nhiều đối tượng,1.0,True,False,
2003,Concept_Like_2,"Cửa trượt không cần mở hẳn cửa gây tốn diện tích giúp lồng giặt sạch và ngăn ngừa nấm mốc
Ko
Ko
Ko
Ko",03|08,Tiết kiệm không gian / Diện tích|Thông thoáng / Ngăn ngừa ẩm mốc,1.0,True,False,
2003,Concept_Like_3,"Chân chống nắp máy giặt giúp lồng giặt thông thoáng và ngăn ngừa nấm mốc mà không cần mở hẳn nắp lên tạo cảm giác rất tiện lợi dễ dùng
Ko
Ko
Ko
Ko",08|01,Thông thoáng / Ngăn ngừa ẩm mốc|Dễ sử dụng / Thao tác,1.0,True,False,
2003,Concept_Like_4,"Màn hình lớn dễ nhìn dễ thao tác giúp mọi người trong nhà có thể sử dụng máy giặt tiện lợi hơn
Ko
Ko
Ko
Ko",01,Dễ sử dụng / Thao tác,1.0,True,False,
2003,Concept_Like_5,"Bảng điều khiển có thể điều chỉnh góc độ giúp phù hợp với nhu cầu sử dụng, khi không dùng đến có thể gập 180 độ giúp tận dụng tối ưu bề mặt máy giặt để mình có thể để đồ lên
Ko
Ko
Ko
Ko",01|03,Dễ sử dụng / Thao tác|Tiết kiệm không gian / Diện tích,1.0,True,False,
2003,Concept_Like_6,"Công nghệ giọng nói thông minh giúp người dùng rảnh tay hơn khi sử dụng máy giặt
Ko
Ko
Ko
Ko",05|01,Công nghệ thông minh / Tự động hóa|Dễ sử dụng / Thao tác,1.0,True,False,
2003,Concept_Like_7,"Tự động xả sạch xơ vải vì không cần người dùng phải tự vệ sinh để đỡ mất thời gian
Ko
Ko
Ko
Ko",05|06,Công nghệ thông minh / Tự động hóa|Tiết kiệm thời gian,1.0,True,False,
2003,Concept_Like_8,"Người dùng có thể tự vệ sinh máy giặt và không cần thuê dịch vụ ngoài vì sẽ tiết kiệm được rất nhiều chi phí
Ko
Ko
Ko
Ko",04|07,Dễ vệ sinh / Tự vệ sinh|Tiết kiệm chi phí,1.0,True,False,
2003,Concept_Like_9,"Đèn báo hoạt động giúp người dùng biết rõ máy giặt đang ở chế độ giặt nước nóng hay nước thường để sử dụng tiện lợi hơn
Ko
Ko
Ko
Ko",09|01,Thông tin / Hiển thị rõ ràng|Dễ sử dụng / Thao tác,1.0,True,False,
2003,Concept_Like_10,"Đèn LED chiếu sáng giúp mình nhận biết  được máy giặt đang hoạt động chức năng gì một cách rõ ràng và dễ hiểu hơn
Ko
Ko
Ko
Ko",09|01,Thông tin / Hiển thị rõ ràng|Dễ sử dụng / Thao tác,1.0,True,False,
2004,Concept_Like_1,quần áo mềm mại  bông xốp  nhờ công nghệ khí  nóng kép vì sẽ sấy được nhiều đồ và làm vải mềm,05|11,Công nghệ thông minh / Tự động hóa|Khả năng giặt / Sấy,1.0,True,False,
2004,Concept_Like_2,nắp máy phẳng với thiết kế cửa trượt vì sẽ phù hợp với không gian nhà có diện tích nhỏ,02|03,Thiết kế / Thẩm mỹ|Tiết kiệm không gian / Diện tích,1.0,True,False,
2004,Concept_Like_3,chân chống  nắp máy giúp thông thoáng lồn giặt vì giúp lồng giặt phơi khô tự nhiên,08,Thông thoáng / Ngăn ngừa ẩm mốc,1.0,True,False,
2004,Concept_Like_4,bảng màn hình có cảm ứng hiển thị lớn vì giúp cho thao tác sử dụng dễ dàng,01|09,Dễ sử dụng / Thao tác|Thông tin / Hiển thị rõ ràng,1.0,True,False,
2004,Concept_Like_5,bảng điều khiển có thể gấp gọn vì có thể gập 180 độ để phẳng với bề máy giặt,02,Thiết kế / Thẩm mỹ,0.95,True,False,
2004,Concept_Like_6,điều khiển máy bằng giọng nói vì không cần sử dụng bảng điều khiển,05,Công nghệ thông minh / Tự động hóa,1.0,True,False,
2004,Concept_Like_7,máy tự động xả sơ vải vì sẽ không cần vệ sinh thủ công,04|05|06,Dễ vệ sinh / Tự vệ sinh|Công nghệ thông minh / Tự động hóa|Tiết kiệm thời gian,1.0,True,False,
2004,Concept_Like_8,tháo nắp mâm giặt để vệ sinh vì không cần tốn thêm chi phí,04|07,Dễ vệ sinh / Tự vệ sinh|Tiết kiệm chi phí,1.0,True,False,
2004,Concept_Like_9,bề mặt vật liệu mô phỏng vân đá vì  áp dụng lớp hoàn thiện mờ với hiệu ứng vân đá,02,Thiết kế / Thẩm mỹ,1.0,True,False,
2004,Concept_Like_10,bề mặt vật liệu mô phỏng vân đá vì đèn led chiếu sáng bên lồng giặt,02|09,Thiết kế / Thẩm mỹ|Thông tin / Hiển thị rõ ràng,1.0,True,False,
2005,Concept_Like_1,cửa lồng sấy có kích thươc lớn giúp sấy đươc nhiều đồ,11,Khả năng giặt / Sấy,1.0,True,False,
2005,Concept_Like_2,tránh các vật dụng lớn rơi vào lồng giăt khi mở cưa giúp bảo vệ máy sạch sẽ hơn,04,Dễ vệ sinh / Tự vệ sinh,0.9,True,False,"The primary benefit 'bảo vệ máy' is not explicitly covered, but 'sạch sẽ hơn' aligns with code 04."
2005,Concept_Like_3,không cần mở hoàn toàn nắp cửa may giăt để giúp máy ko có mùi hôi,03|08,Tiết kiệm không gian / Diện tích|Thông thoáng / Ngăn ngừa ẩm mốc,1.0,True,False,
2005,Concept_Like_4,giúp cho thao tác sử dụng máy giat dê dàng phù hơp voi nhiều lứa tuổi,01|10,Dễ sử dụng / Thao tác|Phù hợp nhiều đối tượng,1.0,True,False,
2005,Concept_Like_5,thiết kế hiện đại mang đến cảm giác sang trọng   cho ngôi nhà,02,Thiết kế / Thẩm mỹ,1.0,True,False,
2005,Concept_Like_6,yêu cầu máy kêt thúc giặt theo thoi gian mong muốn tạo cảm giác hiện đại tiết kiêm điện,02|05|07,Thiết kế / Thẩm mỹ|Công nghệ thông minh / Tự động hóa|Tiết kiệm chi phí,0.95,True,False,
2005,Concept_Like_7,tiết kiêm thời gian tôi thấy nhanh để còn thoi gian làm nhiều viêc khác,06,Tiết kiệm thời gian,1.0,True,False,
2005,Concept_Like_8,người dùng có thể tự vệ sinh máy sach sẽ không mất tiền thuê,04|07,Dễ vệ sinh / Tự vệ sinh|Tiết kiệm chi phí,1.0,True,False,
2005,Concept_Like_9,sản phẩm trông tự nhiên  tạo cảm giác trang nhã,02,Thiết kế / Thẩm mỹ,1.0,True,False,
2005,Concept_Like_10,xoáy. nước siêu mạnh khi hoạt đông sẽ kèm theo đèn led màu xanh dương mang lại cảm giác dễ nhận biết là máy đang hoạt động,09|11,Thông tin / Hiển thị rõ ràng|Khả năng giặt / Sấy,0.95,True,False,
